name_m,gender_m,name_f,gender_f
rajputra sudhakar singh,male,rajbala,female
suraj panday,male,manish,female
md saeed,male,rinju,female
anil kumar,male,rajni kanwar,female
ravi,male,shashi,female
neeraj,male,tek chand,female
sanjeevan,male,sikha,female
ramesh @ rakesh,male,bhawna,female
vivek mishra,male,priya,female
ashok kumar,male,pooja,female
arbaj,male,shoiba,female
shiv kant paswan,male,komal,female
tinku,male,renu,female
dharma ram,male,deepa,female
shivam kosik,male,pritibha adrash,female
rajnish kumar,male,bhagvati,female
raman dixit,male,sarojani,female
v. rajan thomas,male,rajni,female
tikaram,male,pinki,female
sidhart shukla,male,seema,female
krishan,male,smt smradhi tyagi,female
nitesh,male,smt. suman,female
noor islam,male,smt deu devi,female
aabid,male,pooja,female
raja kumar thakur,male,pooja,female
veer bhan,male,maya,female
shubankar,male,seeta behen,female
amit,male,rima singh,female
krishna,male,shalini,female
keshav,male,pooja,female
hamid ahmed,male,shama basi,female
phool chand,male,usha,female
shrotam sam gosh,male,shakshi,female
shekhar chand @ makkhan,male,babita,female
ibrahim mohd.,male,veena rai,female
shubham meghwal,male,reeta,female
harimohan sharma,male,jyoti,female
zuhaib nasim,male,afemalesana,female
saurabh rana,male,pooja,female
pardeep,male,smt. kavita,female
pankaj sharma,male,lata,female
bhuralal,male,santosh,female
gulab,male,santosh bai,female
vinod kumar,male,lakshmi kumari,female
surajpal,male,kumari ankita singhal,female
anuj jain,male,smt. durga nat,female
chakra bahadur,male,priya,female
pankajsheel,male,sonika,female
mr. kamal kumar,male,rubi,female
hari shankar pandey,male,sarita,female
kailash kumar,male,najreen,female
nej bahadur thapa,male,phoolwati,female
mohit bhatia,male,kajal,female
akash,male,pinki,female
suhel @ nanu,male,laxmi,female
khushi ram,male,tarannum,female
ankit,male,sonia,female
anuj kumar,male,smt meena devi,female
chander aggarwal,male,pooja,female
udesh jha,male,rakhi,female
ajay,male,nisha saini,female
ramkesh,male,payal kumari jain,female
mustafemalea,male,harpreet kaur,female
mho. taiyaybh,male,divya,female
bhiva ram,male,smt. puja,female
rabpreet singh,male,kusum,female
mukesh,male,shrimati jamana,female
sanjeev ray,male,vimla devi,female
prem singh,male,komal,female
sachin kumar gupta,male,harbas kaur,female
raj tilak,male,nandani,female
gaurav singh @  monu,male,chunni devi,female
manish,male,neelam,female
hoti lal,male,bimlesh,female
ishwar singh,male,afemaleroz,female
monu,male,jaishmin,female
mahesh chand gupta,male,neha,female
mukul kumar,male,pinky,female
mukhtar ahamed,male,anita,female
devilal,male,laxmi,female
sanjey,male,shashi kant,female
shajid,male,rinki,female
arjun,male,shimran d/o,female
ram narayan,male,pooja,female
rahul,male,snehlata,female
shri memraj,male,ruby kumari,female
jatin,male,smt sapna,female
omendra,male,reema,female
jamna lal,male,monika,female
sushil kumar,male,dhodi  devi,female
subham,male,tania,female
kanhaiya lal,male,ruby kumari,female
vivek gupta,male,rinki,female
keshav mattur,male,seeta @asha,female
rahimuddin,male,pinky,female
bhupender s/o,male,"smt, manju  devi",female
raman kumar,male,meena jat,female
raju,male,varsha,female
"mahender s/o dhanna ram r/o b-341, j j colony, mad",male,neela kumari,female
v.r.thomas,male,shabina,female
sanjay kewat,male,vijayta,female
rahim,male,nafemaleisa,female
rahim,male,neelam,female
ashifemale,male,urmila,female
vijay kumar,male,sahana,female
shahrukh,male,leela,female
amarjeet singh,male,kasturi,female
sanjeev tirpathi,male,km sivhani,female
mukesh,male,nisha,female
bhupendar singh,male,lata patidar,female
sonu @ deshraj,male,manisha,female
ramvihar chorsiya,male,anita devi,female
pawan,male,rehana banu,female
daya nand @ toni,male,mamta,female
sekha nur mohmad,male,mala devi,female
sahid,male,binu,female
toni @ daya nanad,male,aarti,female
vijaypal,male,ravina,female
ashwani,male,jeeren topno,female
harbhajan singh,male,soni,female
rajesh,male,vaishali,female
arham hussain,male,pushpa devi,female
roshan,male,chhano devi,female
prashant kumar,male,sushila devi,female
umar femalearukh,male,seema,female
bhure,male,jamila,female
vikash kumar keshari,male,reena,female
dhan singh @ deepak,male,kamla devi,female
anish,male,varsha,female
akram,male,preeti  kumari,female
satish,male,miss manjula,female
mangal bind,male,smt. hemleta saini,female
shokesh,male,sneha singh,female
jagat,male,simran,female
shivam,male,chhamo,female
sunil,male,kasturi devi,female
dev,male,mohani,female
sanjay,male,nemsi,female
गणेश,male,nikita@niki,female
abhishek,male,roopa,female
mahveer singh,male,surjeet kaur @ surjeeto,female
mintu,male,shivani,female
pradeep kumar,male,meena chauhan,female
sabbu,male,paramjeet kaur,female
sagar,male,priyanka,female
shyam,male,pooja,female
vivek,male,ravina,female
vikesh,male,surjeet kour,female
hariom urfemale kalu yadav,male,mithlesh @ mamta,female
boby,male,,female
abhishek seervi,male,rekha,female
amrik singh,male,charu,female
kanhyalal,male,sumitra devi,female
suman kumar,male,neetu sharma,female
sandeep s/o pappu urfemale munesh kumar r/o chadseena p,male,smt magla,female
sushil kumar,male,gurjeet kaur,female
mohd. afemalezal,male,sapna,female
suresh kumar @ shashi,male,vandna,female
pankaj kumar,male,varsha,female
karamvir naagar,male,pallavi,female
samadhan more,male,kiran,female
inderjeet singh,male,akthari khatoon,female
hansraj,male,kesar,female
monu,male,naviya,female
parathvi raj,male,amreen,female
gurnam,male,,female
roshan lal,male,sharmistha,female
monu,male,heena,female
rahishudeen,male,nisha,female
pyarelal,male,pryanka @ soni,female
imran khan,male,sonia,female
anil bhayana,male,gulsida,female
deepak,male,khooshboo,female
naman jain,male,pushpa gyhelot,female
sat prakash,male,smt. rekha,female
bhagwan dass,male,femaleoranti keer,female
sonu,male,manisha,female
sunder singh,male,shanti devi,female
raghu sahu,male,sntosh,female
anil kumar,male,pinki,female
manish kumar,male,smt natu kanwar,female
vidhi singh,male,shivani,female
rahil,male,sabana,female
shri ram mehto,male,sabiya khatoon,female
sunny,male,tamana,female
noor ahmad,male,aarti,female
suresh durg,male,anju,female
satish,male,kajal,female
manohar @ mannu,male,priti,female
hasim,male,wareesha,female
anil kumar,male,kavita,female
deepu,male,pooja,female
rahul,male,priti,female
shahnawaj,male,soni,female
sanjay,male,kajal,female
deepak,male,payal,female
mahesh balwani,male,gudiya oran,female
balram,male,kiran,female
sunil,male,shipra,female
rohit,male,beena,female
vijay kumar,male,grpreet kour,female
rajesh,male,mona,female
anil jatav,male,piyari,female
gaurav tyagi,male,ku. sheela,female
rahul,male,meena devi,female
diwan chand,male,sneha,female
rinku,male,monti,female
gorav tyagi,male,chanchal,female
surya kumar saini,male,kesar,female
ashish kumar,male,kumari asha,female
mo- anjum,male,kumari lata,female
kartik,male,smt pooja kumari age 18,female
kartik,male,simran kaur,female
lalu ram,male,arti,female
kalyan,male,sadhna,female
mohd. altafemale,male,baby,female
jai prakash,male,renu,female
vrendra singh,male,pooja,female
veerendra singh,male,joyti rani,female
aanand,male,smt shyamwati,female
ayush,male,prem bai,female
hari chand,male,pooja,female
jitender,male,prachi,female
sheish jha,male,chanderkali,female
ankit,male,manju,female
nayeem,male,smt. manju jat,female
ravinder morya,male,santosh,female
sanjay kumar,male,kiran,female
rahul @ ravinder,male,priynka,female
ruben sunwak,male,komal,female
rupesh,male,poonam,female
goldy,male,ganita devi,female
moh. imran,male,rukhsana,female
vikash,male,purnima,female
suresh mehta,male,meenat khan,female
devendra,male,deepali,female
ravi,male,vidya,female
juber,male,pirmika tirkey,female
juber,male,pirmika tirkey,female
ramswroop,male,d.joycee haokip,female
rajkumar,male,sonia,female
satish kumar,male,pooja,female
vijay karan,male,yogita,female
prempal,male,archna,female
prem pal,male,smt uagant/axra,female
kalu,male,sita devi,female
kamal,male,kumari minu,female
sahil khan,male,mamata,female
naeem,male,tej kiran sharma ( taniya ),female
krishana,male,shrimati monika jain,female
rajpal bhatiya,male,amrita singh,female
chandan singh,male,raju devi,female
monu,male,kajal,female
mahesh,male,neelu,female
vijay pal singh,male,isha,female
shashikant,male,anuradha,female
sriniwash sarama,male,prem,female
sajid,male,manju,female
ravi,male,jyoti,female
shreeniwas sharma,male,shimala,female
vijay pal sani,male,vandana,female
shree tulsi ram,male,ritika,female
bhoopsingh,male,heena khatun,female
kamal kumar,male,bhagwati,female
mayak,male,baljeet kaur,female
arnab,male,radha,female
nadim,male,karmi indwar,female
pankaj sharma,male,smt satyavati,female
manoj,male,namita,female
manoj kumar,male,smt haseena,female
sunil kumar,male,moharan  devi,female
mandeep,male,madhu,female
atul dixit,male,bhoori,female
sita ram,male,geeta devi with her son  aditya,female
raju,male,reena jain w/o atul jain r/o h.no. wz-11 bhagwan d,female
jatin kumar,male,anita,female
sanjeev kumar gupta,male,beni devi pandey,female
parmod kumar,male,saroj,female
gorav,male,amrita,female
anil kumar,male,kajal kapoor,female
anil kumar,male,chandni,female
gopal singh,male,evan d/0 parbhuram ode r/0 kibla ps jaswantpura,female
kaari tafemaleseer alam,male,bimla devi ( with 5 years child subham ),female
ganesh singh,male,kavita,female
prankur dobhal or  monu,male,payal,female
jai prakash,male,savita,female
keshav bhati,male,reena kumari,female
bhrat singh,male,rekha,female
sunil kumar,male,jyoti,female
indresh kumar,male,pooja arora,female
vishal,male,sita kumari,female
ajay @ ankit,male,vidisha,female
arun kumar jain,male,reena devi,female
sunny mann,male,pooja,female
sabbab hussain,male,preeti,female
pushpendra,male,bebi devi,female
rajesh kumar,male,kanti,female
dhani ram,male,mamta devi,female
pradeep,male,priya gautam,female
rupan singh,male,sapna,female
ram narain,male,kavita,female
manoj kumar,male,smt preeti devi,female
sarwan kumar,male,ashrabi khatoon,female
sameem ahmed,male,mahlikka,female
banwari lal,male,shital,female
aarifemale,male,sabana,female
pappu kumar,male,chanchal,female
bhola dutt maithani,male,pooja,female
bhudhi prakash gahlot,male,lal kunwar urfemale vishnu kunwar,female
bablu,male,mamata,female
shubham mangvar,male,praveena bai,female
vishal,male,smt.prema devi,female
pawan,male,deepa urfemale savitri,female
vishnu,male,sakshi dikshit,female
goutam,male,lata @ neha,female
ashwani@manish,male,krishna,female
ranjeet,male,madina khatun,female
vikram,male,babita sarkar,female
manoj sharma,male,sabreen@ pinki,female
badal,male,priya,female
sudesh,male,juli,female
chet ram,male,munni devi,female
hazi abdul samad,male,jyoti,female
kalu @ surjan,male,jeevanlata tuddu,female
santosh,male,ruhhena,female
anil urfemale rakesh,male,rubina,female
raju,male,nanu,female
sh prem singh,male,rakhi,female
shyam singh,male,priyanka,female
shaikh ajamat,male,gulpacha,female
manish kumar,male,vandana,female
parvez,male,pooja,female
pera chandra,male,nelam bhatt,female
ravi soni,male,laxmi,female
manit kumar,male,laxmi,female
deepchand,male,ranjan devi,female
shashank,male,smt. geeta,female
parvej,male,ravina,female
mukesh,male,reena,female
tarun,male,somdevi,female
irsad,male,disha,female
raheesh,male,smt rajbala,female
shivbhagvan,male,radha,female
lallu yadav,male,irtu,female
ashish dixit,male,preeti,female
jacob paul s/o,male,bindu,female
sandeep,male,anita,female
amir,male,sarbari parveen,female
kanhiya,male,aashu maheshwari,female
tushar singh,male,smt. rekha jurjar,female
neeraj kalra,male,kumari neelam,female
busness gupta,male,akansha mali,female
sorabh aggarwal,male,mamata,female
ram kishan,male,mainka,female
abhishek,male,priya,female
veer singh,male,rohila,female
vijay bahadur,male,sanha,female
satish kumar,male,ramsati,female
bhagwana ram,male,razia,female
pardeep kumar,male,soni,female
bilal,male,sonali,female
inder pal,male,gulabsa,female
bilal,male,vimlesh kumari@laxmi,female
lakhan @ chottu,male,suman,female
rahul,male,annu,female
akkni,male,lakshmi,female
gantantra mittal,male,sagit,female
jishan rehman,male,rajbala sharma,female
adil,male,smt.sunita,female
md kamruddin,male,bhagwanti,female
sunil dutt,male,manjeet kaur,female
rahul jain,male,ganga devi,female
anjan jha,male,simran,female
bikram,male,rani,female
raju,male,saira bano,female
parveen @ punit,male,kiran mala,female
balbir,male,simran,female
chander prakash @ sonu,male,reshmi sarkar,female
amir,male,reshma,female
binpal,male,punam mishra,female
jagdamba prashad,male,smt. pooja urfemale rani,female
amit,male,kumari shital,female
albaksha @ ilu,male,pooja,female
anand,male,smt priti,female
karishan,male,smt.meera devi,female
shivraj sain,male,kumari  kiran,female
rahul,male,aarati,female
anand kumar,male,kaamini,female
nepal,male,ganga devi,female
sube singh,male,muskan,female
bansilal,male,annu,female
kamala,male,afemalesana,female
uttam,male,sonali,female
basant,male,deepika,female
viraj rana,male,sweta,female
karan chauhan,male,tabbasum,female
ashok,male,kajar mouray,female
samsung s singh,male,samreen khatun,female
kuldeep @ sonu,male,samreen khatun,female
murli,male,reshmi,female
manak lal,male,sanju,female
sanjay s/o ramkalyan bairwa r/o kesoli ps kawai,male,rupa saini,female
kmles kumar,male,raju kanwar,female
mr. ashok kumar,male,aarifemale,female
sudesh kumar,male,parsi devi,female
vijay shing,male,shirishty,female
master hansraj,male,miss leela  purohit,female
bhart,male,gurmeet kaur,female
peentu,male,pinki,female
mohamad umar,male,savitri jatav,female
hansraj,male,manisha,female
ram gopal,male,smt. pharjana,female
narain dass khurana,male,narmada,female
riyaz,male,amandeep kaur,female
jasveer singh,male,rinki,female
praveen bharti,male,arti,female
deepak @ pankaj,male,rekha,female
mangi lal,male,mansa,female
subhash lal,male,anita saini,female
hari ram sani,male,neelam,female
akaash singh,male,rani,female
sandeep,male,nisha,female
badal,male,varsha,female
abhay pratap,male,chandrawati,female
jantarpal,male,jesmin,female
gajendra mehta,male,jayada,female
vijender,male,poonam,female
ahsan khan,male,sanjan kumari d/o,female
"ajay negi,",male,nargis,female
aman kumar,male,irsad khan,female
satish sindhi,male,kavita,female
arvind kumar,male,smt. chander devi,female
abash rajan jha,male,radha,female
sanjay kumar kukreja,male,simmi,female
ramesh chand,male,kiran,female
deepanker,male,radha,female
sushant gupta,male,kiran,female
mehboob,male,manju,female
salman khan,male,sunita,female
md.yunus,male,sunita,female
rakesh kumar soni,male,deou,female
sahadeb bhuniya,male,birma devi,female
shamshad,male,shiwani,female
kailash chand jain,male,geeta,female
mukul,male,mausam,female
kalu,male,shalu,female
rajender singh,male,soni,female
rajkumar,male,meera jana alongwith minor girl omrita jana,female
sh. manish puri,male,neha,female
sohail,male,malti devi,female
satya prakesh malani,male,harana,female
haseen,male,saroj,female
sahkir kahan,male,meena,female
rajesh aggarwal,male,vimla,female
maniram,male,shri. sarwan bairwa,female
sanjay,male,manju bairwa,female
amit kumar,male,raj kumar,female
jagdeesh,male,sonam d/o,female
hansraj,male,poonam,female
roshan singh,male,arti,female
vinod,male,deepa,female
omprakesh,male,aakanksha d/o,female
omprakesh,male,sisty,female
sirazudeen,male,rajani yadav,female
md shahid,male,kajal,female
lakshmi shah,male,rajani,female
rohit,male,manisha  aamliya,female
suraj sharma,male,rekha kumari,female
jamshed,male,gulista,female
ranjay pandit,male,pinki,female
laxmi shah,male,niksiya,female
sandeep gupta,male,preeti,female
mohit,male,seema,female
mannu,male,geeta,female
talib,male,sabnam,female
rahul,male,gurupreet kaur @ nainsi,female
dilshad,male,rijwana,female
sunil,male,sonam,female
pradeep yadav,male,poonam,female
netrapal,male,anju,female
abid,male,guldasta @ guddu,female
deepak,male,punam,female
nanak chand,male,smt neeraj devi,female
raju,male,soni @ nilam,female
prakash chand,male,mumtaz,female
श्री अब्,male,manju@ minaxi,female
jitender kumar,male,beby,female
dinesh,male,rakhi,female
veepal singh,male,rekha,female
verendra pratap singh @ rinku,male,pooja,female
ram kumar sharma,male,"rama dua w/o surender dua r/o 16/28, east punjabi",female
ashok kumar,male,deepa,female
muntajar,male,priyanka,female
aman,male,kanchan,female
guddu,male,shanti devi,female
tuka ram,male,vimla,female
asarfemalei lal,male,jyoti,female
budh ram @ budharam,male,namarta d/o,female
narender kumar,male,nisha,female
nazim,male,priyanka,female
sonu,male,sweety,female
imran,male,reena,female
manoj patra,male,moni,female
mohsin,male,km. ushman,female
vishva nath,male,smt. babita,female
pawan kumar,male,pooja devi,female
naajim,male,hemavanti devi,female
bharat goel,male,smt. papudi,female
चमन प्रकाश,male,chanda,female
manohar,male,rina,female
chaman prakash,male,kirti,female
sandeep,male,jyoti,female
rupinder singh,male,sadhana,female
sushil  @ pintu,male,bharati,female
nikhil,male,priynka,female
mithlesh yadav,male,kallo,female
pramjeet,male,manju devi,female
kamrudeen,male,ram bai,female
prem kumar,male,santosh bai,female
chetram gurjar,male,kanta,female
praveen kumar,male,savita sharma,female
radheshyam,male,rupam devi,female
anjrej @ kalu,male,chander kanta,female
nijamudeen,male,durga,female
bharat,male,kiran devi,female
sunil,male,anuradha,female
vahab,male,chandni,female
motolal,male,sarita,female
subham sahu,male,geeta,female
rajeev kumar,male,rukhsana khatun,female
jogender,male,saviti,female
vishnu parshad sharma,male,anita,female
vithal lal,male,pooja/varsha,female
asifemale,male,sayana,female
prem,male,anju,female
rakesh,male,smt moni,female
narinder,male,jyoti,female
sanjay,male,sangeeta,female
mukesh panjara,male,rachana,female
aayush,male,manisha devi,female
dulal haldhar,male,jyoti kumari,female
suresh kumar,male,rachana mishra,female
lakhua,male,barkha,female
ankesh tiwari,male,vinita devi,female
mukesh,male,padma,female
ajay kumar,male,priya,female
deepak jha,male,jyoti,female
amritpal,male,ranjana d/o sandhya,female
bal kishan,male,pooja,female
aasha ray,male,vinita,female
vikash,male,rubina,female
श्याम मो,male,smt maharaj,female
chabi lal,male,femaleiroja bano,female
kohinoor,male,savita jain,female
gokul,male,komal,female
ramchandra od,male,aarti,female
dinesh pal,male,kumari archna,female
syham singh,male,bhavana yadan,female
shahid kha,male,smt. anita,female
mohatter,male,parmeshwari,female
vinod kumar,male,ganga,female
jagan nath,male,tara,female
vijay,male,suneeta,female
gaurav @ golu,male,munna,female
itwari lal,male,usha devi,female
sumit yadav,male,moni,female
geernish kumar,male,mamta,female
deepak,male,poonam,female
sandeep @ golu,male,kavita,female
deepak,male,sameena,female
deepak @ sourav,male,reena,female
mahendar  s/o ramesh  cast keer,male,yasmeen khan @ gudia,female
ankur sharma,male,ladakunvar,female
anil kumar,male,seema,female
sanjay bharti,male,jyoti,female
ajit kapoor,male,keshav bhardwaj,female
kalu,male,asma,female
kamal kishor radhey,male,arsi,female
sagar,male,rekha,female
prem kuwar,male,smt. meena begam,female
pradeep mehta,male,nitu,female
mohd. avaz,male,komal,female
suresh kumar,male,phoolla,female
parbhu sahni,male,femalearida,female
vimal,male,sangita,female
bhajandeep singh,male,asma,female
tejpal agarwal,male,rajni,female
jahid,male,smt reena,female
sanjay,male,soniya,female
ranjeet,male,shakun,female
ranjan kumar,male,radhika pal,female
ramesh kuamar,male,koshal,female
gopal,male,minakshi asawara,female
shyam,male,kumari priyanka,female
sazid,male,reena,female
md aarifemale,male,rashmi,female
shubham,male,bebi devi,female
rajan,male,poonam,female
kishan kumar,male,suman,female
himanshu sahu,male,smt priyanka ghai,female
shoyab s/o,male,aasha,female
anil sharma,male,nisha,female
omprakash chamoli,male,reshma,female
mohd danish,male,khusbu,female
arun sangwan,male,marshilah,female
rehmat,male,pooja,female
lalit sharma,male,kiran,female
chandra parkash,male,sunita,female
rajeev sharma,male,manisha damor,female
naval jha,male,sheela,female
padam singh,male,puspa,female
satish kumar,male,puspa,female
neeraj,male,neelam,female
virender jain,male,afemalesana,female
madan lal,male,konti bai meena,female
gaurav,male,vandana,female
dhurav goyel,male,kumari anju,female
goverdhan,male,prity,female
nanu ram,male,pooja,female
vandna urfemale meenu,male,shabina,female
pankaj @ gaya,male,sakshi,female
baljeet,male,anupama negi,female
dal chand,male,salma,female
dhirpal,male,yashoda,female
baljeet,male,pooja,female
birender,male,sonam,female
mukesh,male,pinki,female
ajeet kumar,male,pushpa devi,female
gya parsad,male,rani,female
mahesh khurana @ monu,male,smt.kanta devi & garima,female
rajendra,male,smt.anta devi,female
ratnesh,male,urmila,female
amarjit,male,sonali,female
anup,male,baby  bai,female
suresh chand,male,shobha,female
jai shanker,male,sonali,female
kapil kumar,male,kajal,female
chanda,male,ganga devi,female
gafemalefemalear ali,male,genda devi,female
sobi @ femalearhan,male,mohini,female
rajesh,male,km- pooja,female
sahil,male,bijali devi,female
suraj,male,shivani,female
rajender singh,male,rakhi kumari,female
parmod,male,seema devi,female
gauri,male,seema,female
sanjay,male,ankeet kumar,female
sanjay,male,rekha,female
gopal dhakad,male,shahnaz begum,female
ajmer,male,nikki,female
ravi,male,kosalya,female
ravi @ manish,male,varsha,female
gopal dhakad,male,sapna,female
sobi @ femalearhan,male,pooja,female
nitu,male,bindu devi mehra,female
na,male,pooja,female
vinod kumar,male,suman,female
samina,male,meera & manish,female
mohd femaleiroz,male,kavita,female
randhir,male,mona,female
neeraj,male,tamana banu,female
santosh kumar,male,smt shimla,female
kailash kumar,male,parvti urfemale tunni,female
surajbhan,male,anju,female
suraj,male,champa,female
amit kumar,male,shobha devi,female
sanjay patwa,male,meera devi,female
gopi chand jain,male,shrimati birmo w/o,female
md. nadaim,male,asmina,female
nitesh shyam,male,manju,female
brij bhusan sharma,male,pooja raghav,female
parvinder @ manoj,male,pooja,female
baudi,male,manisha,female
pradeep lakhera,male,heena,female
satish,male,aasma,female
sumit,male,rekha,female
man singh,male,prachi,female
naveen,male,poonam devi,female
naresh,male,kanya devi,female
mr. pritesh,male,mamta,female
mohd rahim s/o mohd akbar,male,shakuntala,female
jimmi,male,shobha kumari,female
sunny,male,palak,female
ravi shrivastav,male,palak,female
akash,male,meera sharma,female
salman ahmad,male,meena devi,female
roshan kumar,male,chnada chouhan,female
ravinder,male,nisha kumari,female
kishan,male,anjali,female
akhilesh,male,seema,female
sameeruddin,male,ku.shiv baai,female
randeep,male,smt rajbala,female
tarun ragav,male,smt. seeta,female
rambhajan,male,sattu female @ santosh devi,female
kisan,male,poonam,female
rajesh james,male,madhu,female
lakky,male,kumari mamata,female
dinkar sharma,male,smt.aabida,female
mukesh gujjar,male,madhuri pal,female
satyam,male,sakshi,female
preetam kumar,male,gulshan,female
shishpal,male,roshni,female
anil,male,sanoj,female
jagdish,male,karishma pandit,female
ram prashad,male,rekha,female
amit,male,alka,female
karmbir,male,sanjana,female
sonu kumar,male,rubi,female
surjeet singh,male,shivangi,female
babu ra/,male,reena,female
naved,male,neetu,female
ashwani @ arjun,male,karshma with two children,female
mohamad femalearuk,male,kushumlata,female
bhadur ram,male,nisha,female
bharat,male,nirmala,female
parvesh kumar,male,gulsana,female
balwant,male,radha,female
subash,male,smt anju,female
pradeep kumar,male,rekha urfemale riya,female
mantu,male,pitika,female
sanjeev kumar,male,santosh,female
jani khan,male,seeva khan,female
sagar,male,sonia,female
sahil,male,sitara,female
uday veer,male,sumitra,female
ram nichatar,male,jyoti,female
bablu,male,smt bhori,female
rajan verma,male,smt nima garasiya,female
bhima,male,rubi,female
suresh talwar,male,neelu,female
narender singh,male,shrimati shahida urfemale satto,female
suresh kumar,male,poonam,female
anil kumar,male,bindu,female
prshant,male,reena,female
mohd yasin,male,gudiya,female
puskar singh,male,kanchan,female
bhagirath,male,teja ram,female
nazmuslam,male,rakhi,female
nazmuslam,male,sunita,female
sachi chauhan,male,kajal,female
mohd danish,male,sonia,female
ravinder singh,male,navneet kaur,female
vaibhav,male,nisha,female
atul verma,male,pooja,female
pintu kumar,male,budho devi,female
nanhe,male,santosh,female
raju ram so harlal ji bishnoi r/o ramesh colony sa,male,sumitra,female
shivam,male,km0 komal,female
prabhatilal,male,sanna,female
monu,male,veerpal kour,female
hanni kumar @ mandu,male,laxmi,female
shiva,male,geeta,female
sameer,male,rani,female
shabi rza,male,smt manisha,female
sajan,male,smt monika,female
manojkumar,male,arti,female
naresh,male,reshma,female
himanshu,male,koshalya,female
tinku,male,anjuman,female
inderjeet singh,male,dipika ahuja,female
jon vergis,male,laxmi,female
deepak,male,kumud kumari,female
anurag,male,radhika,female
rajat maheshwari,male,samrin,female
harender,male,sabnam @ soni devi,female
sushil kumar,male,parvinder kaur,female
sumer,male,roshni,female
nausad,male,jyoti,female
inderpaal singh,male,abida,female
bharat singh,male,hajrati,female
raja,male,neema mishra,female
dharmveer @ dharma,male,mamta,female
ram avatar,male,vandna,female
ashish,male,nikky,female
kuwarjeet sharma @ vikash,male,nupur gupta,female
rakesh kumar,male,sehrunisa,female
manak paramik,male,kajol,female
pinku,male,annu,female
deepak,male,omwati @ aasha,female
mahbub ali,male,mansi,female
dinesh kumar,male,monika,female
sandeep,male,smt seema,female
pappu,male,kumari geeta,female
krish topar jon,male,kumari neetu,female
kuldeep singh,male,girijarani,female
ramchander,male,richa pathak,female
shambhu,male,kamlesh kumari,female
bajinder,male,sharda,female
om parkash,male,durga devi,female
omprkesh,male,gudiya,female
mahesh,male,sonika sharma,female
ramchander,male,nasibu nisha,female
shekhar,male,radha sharma,female
ashak @ shahrukh,male,nirmla,female
femaleazulla,male,adiba,female
nandu,male,shikha,female
vikram kumar nayar,male,femaleatima,female
monu @ sonu,male,gosia,female
gulshan sehrawat,male,kaushalya devi,female
naved noor,male,monika,female
mukesh,male,reena kumari,female
pradeep kumar,male,neetu kumari,female
amit kumar,male,aasha @ gudia,female
rahul tiwari,male,priyanka kumari,female
naveen,male,saraswati devi,female
yamin,male,pushpa,female
digamber yadav,male,ashma,female
rakesh kapoor,male,bindu,female
nawal kishore,male,kushi,female
lilaram,male,manisha,female
rakesh sharma,male,reeta,female
sanjay kumar,male,monika,female
inderpal singh @ shanni,male,savitri,female
ishwar,male,smt amrita singh,female
sanjay,male,bidami devi,female
brijmohan,male,smt. suman devi,female
dhmendar,male,smt. rajani,female
kaptan singh,male,chanchal,female
vajid ali,male,shiteel,female
rohit,male,smt rina,female
dhamender,male,aashia kakkar d/o,female
devraj,male,bavita,female
babu lal,male,navjat,female
rakesh,male,sunita,female
bhuneshwar,male,pushpa hatwal,female
akash,male,kanta,female
vikas,male,shaina,female
jamaal,male,surbhi,female
gladwin massey,male,manju,female
kamal,male,smt ishawari,female
amar,male,smt mamta,female
mahender pal,male,rekha,female
vijendra singh rajawat,male,rita,female
warmati,male,poonam,female
pradeep,male,rachna,female
patender,male,rachna,female
sunny,male,neelam,female
narbahadur,male,preeti,female
dharmender,male,ashmi,female
shahid,male,archna,female
mohd azam,male,muskan @ ruksar,female
jitender kumar,male,sujli,female
pravesh,male,neaha,female
jatin,male,suman,female
ajay,male,versha,female
rohit yadav,male,versha,female
ram baran,male,aarju khatun,female
vijay kumar,male,babita,female
sanjeev s/o,male,chanda devi,female
arun @ joni,male,reema,female
mantu,male,pinki sharma,female
hitesh,male,femaleatima khatun,female
kirodimal,male,poonam,female
kishore,male,preeti @ reetu,female
manish taygi,male,suman,female
mohd.  asifemale,male,shivani,female
devki nandan,male,smt mina,female
bhupendra urfemale anku,male,parinka,female
bhupendra singh,male,smt angoori devi,female
bhupendra singh,male,smt manju jat,female
tundiram,male,seema devi,female
manohar singh,male,preeti,female
parmod kamat,male,kasturi devi,female
bharat,male,sweta,female
rajesh kumar paswan,male,kanchan,female
amit,male,bhawna,female
mahesh,male,nidhi d/o late jagat singh,female
yogender,male,neha,female
vivek @ vicky,male,navita,female
nand kishore,male,priyanka,female
chanda lal soni,male,shivani,female
anchal @anchu,male,femaleirdosh @ tannu,female
aarav,male,sunita,female
anikt kumar singh,male,uma kasav,female
shivam,male,narender kaur,female
deepak,male,prem,female
jitender sharma,male,sneh lata,female
iqram,male,geeta,female
mohsin,male,pooja rani and munna goswami,female
rghuraj singh,male,kumari puja,female
bhoop singh,male,bimla,female
kanhaiya sharma,male,santosh kumar vishvkarma,female
bundhu,male,shilpa,female
rohit,male,arvinder kaur w/o,female
vindeshver,male,champa,female
avinash chand,male,rajeena,female
pappu @ man mohan kumar,male,rashmi kumari,female
manish,male,alka kumari,female
sawarmal,male,jyoti,female
mohit,male,sapna,female
sanjay gulati,male,ruvi,female
jagir singh,male,ruby,female
rohit,male,manju,female
sagar,male,anjali,female
